Fördernehmer_in,eindeutige Nummer des Digitalisats,Analogfilm,3D,Sonstige,Ressourcenadresse,Titel des Digitalisats,Kommentar (optional),Kontextadresse,Kommentar (optional)
Franziskanerkloster Graz,A-Gf_A63_51-036v_M,,,,https://hdl.handle.net/21.11115/0000-0012-23F3-2@format=tif,A-Gf_A63_51-036v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-036v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-036v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-037r_M,,,,https://hdl.handle.net/21.11115/0000-0012-23F4-1@format=tif,A-Gf_A63_51-037r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-037r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-037r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-037v_M,,,,https://hdl.handle.net/21.11115/0000-0012-23F5-0@format=tif,A-Gf_A63_51-037v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-037v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-037v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-038r_M,,,,https://hdl.handle.net/21.11115/0000-0012-23F6-F@format=tif,A-Gf_A63_51-038r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-038r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-038r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-038v_M,,,,https://hdl.handle.net/21.11115/0000-0012-23F7-E@format=tif,A-Gf_A63_51-038v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-038v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-038v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-039r_M,,,,https://hdl.handle.net/21.11115/0000-0012-23F8-D@format=tif,A-Gf_A63_51-039r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-039r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-039r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-039v_M,,,,https://hdl.handle.net/21.11115/0000-0012-23F9-C@format=tif,A-Gf_A63_51-039v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-039v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-039v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-040r_M,,,,https://hdl.handle.net/21.11115/0000-0012-23FA-B@format=tif,A-Gf_A63_51-040r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-040r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-040r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-040v_M,,,,https://hdl.handle.net/21.11115/0000-0012-23FB-A@format=tif,A-Gf_A63_51-040v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-040v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-040v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-041r_M,,,,https://hdl.handle.net/21.11115/0000-0012-23FC-9@format=tif,A-Gf_A63_51-041r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-041r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-041r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-041v_M,,,,https://hdl.handle.net/21.11115/0000-0012-23FD-8@format=tif,A-Gf_A63_51-041v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-041v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-041v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-042r_M,,,,https://hdl.handle.net/21.11115/0000-0012-23FE-7@format=tif,A-Gf_A63_51-042r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-042r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-042r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-042v_M,,,,https://hdl.handle.net/21.11115/0000-0012-23FF-6@format=tif,A-Gf_A63_51-042v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-042v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-042v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-043r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2400-3@format=tif,A-Gf_A63_51-043r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-043r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-043r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-043v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2401-2@format=tif,A-Gf_A63_51-043v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-043v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-043v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-044r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2402-1@format=tif,A-Gf_A63_51-044r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-044r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-044r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-044v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2403-0@format=tif,A-Gf_A63_51-044v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-044v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-044v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-045r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2404-F@format=tif,A-Gf_A63_51-045r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-045r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-045r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-045v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2405-E@format=tif,A-Gf_A63_51-045v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-045v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-045v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-046r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2406-D@format=tif,A-Gf_A63_51-046r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-046r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-046r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-046v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2407-C@format=tif,A-Gf_A63_51-046v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-046v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-046v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-047r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2408-B@format=tif,A-Gf_A63_51-047r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-047r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-047r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-047v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2409-A@format=tif,A-Gf_A63_51-047v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-047v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-047v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-048r_M,,,,https://hdl.handle.net/21.11115/0000-0012-240A-9@format=tif,A-Gf_A63_51-048r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-048r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-048r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-048v_M,,,,https://hdl.handle.net/21.11115/0000-0012-240B-8@format=tif,A-Gf_A63_51-048v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-048v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-048v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-049r_M,,,,https://hdl.handle.net/21.11115/0000-0012-240C-7@format=tif,A-Gf_A63_51-049r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-049r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-049r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-049v_M,,,,https://hdl.handle.net/21.11115/0000-0012-240D-6@format=tif,A-Gf_A63_51-049v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-049v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-049v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-050r_M,,,,https://hdl.handle.net/21.11115/0000-0012-240E-5@format=tif,A-Gf_A63_51-050r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-050r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-050r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-050v_M,,,,https://hdl.handle.net/21.11115/0000-0012-240F-4@format=tif,A-Gf_A63_51-050v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-050v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-050v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-051r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2410-1@format=tif,A-Gf_A63_51-051r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-051r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-051r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-051v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2411-0@format=tif,A-Gf_A63_51-051v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-051v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-051v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-052r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2412-F@format=tif,A-Gf_A63_51-052r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-052r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-052r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-052v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2413-E@format=tif,A-Gf_A63_51-052v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-052v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-052v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-053r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2414-D@format=tif,A-Gf_A63_51-053r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-053r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-053r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-053v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2415-C@format=tif,A-Gf_A63_51-053v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-053v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-053v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-054r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2416-B@format=tif,A-Gf_A63_51-054r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-054r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-054r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-054v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2417-A@format=tif,A-Gf_A63_51-054v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-054v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-054v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-055r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2418-9@format=tif,A-Gf_A63_51-055r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-055r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-055r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-055v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2419-8@format=tif,A-Gf_A63_51-055v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-055v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-055v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-056r_M,,,,https://hdl.handle.net/21.11115/0000-0012-241A-7@format=tif,A-Gf_A63_51-056r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-056r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-056r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-056v_M,,,,https://hdl.handle.net/21.11115/0000-0012-241B-6@format=tif,A-Gf_A63_51-056v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-056v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-056v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-057r_M,,,,https://hdl.handle.net/21.11115/0000-0012-241C-5@format=tif,A-Gf_A63_51-057r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-057r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-057r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-057v_M,,,,https://hdl.handle.net/21.11115/0000-0012-241D-4@format=tif,A-Gf_A63_51-057v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-057v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-057v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-058r_M,,,,https://hdl.handle.net/21.11115/0000-0012-241E-3@format=tif,A-Gf_A63_51-058r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-058r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-058r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-058v_M,,,,https://hdl.handle.net/21.11115/0000-0012-241F-2@format=tif,A-Gf_A63_51-058v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-058v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-058v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-059r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2420-F@format=tif,A-Gf_A63_51-059r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-059r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-059r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-059v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2421-E@format=tif,A-Gf_A63_51-059v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-059v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-059v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-060r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2422-D@format=tif,A-Gf_A63_51-060r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-060r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-060r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-060v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2423-C@format=tif,A-Gf_A63_51-060v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-060v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-060v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-061r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2424-B@format=tif,A-Gf_A63_51-061r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-061r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-061r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-061v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2425-A@format=tif,A-Gf_A63_51-061v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-061v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-061v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-062r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2426-9@format=tif,A-Gf_A63_51-062r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-062r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-062r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-062v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2427-8@format=tif,A-Gf_A63_51-062v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-062v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-062v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-063r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2428-7@format=tif,A-Gf_A63_51-063r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-063r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-063r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-063v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2429-6@format=tif,A-Gf_A63_51-063v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-063v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-063v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-064r_M,,,,https://hdl.handle.net/21.11115/0000-0012-242A-5@format=tif,A-Gf_A63_51-064r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-064r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-064r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-064v_M,,,,https://hdl.handle.net/21.11115/0000-0012-242B-4@format=tif,A-Gf_A63_51-064v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-064v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-064v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-065r_M,,,,https://hdl.handle.net/21.11115/0000-0012-242C-3@format=tif,A-Gf_A63_51-065r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-065r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-065r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-065v_M,,,,https://hdl.handle.net/21.11115/0000-0012-242D-2@format=tif,A-Gf_A63_51-065v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-065v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-065v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-066r_M,,,,https://hdl.handle.net/21.11115/0000-0012-242E-1@format=tif,A-Gf_A63_51-066r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-066r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-066r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-066v_M,,,,https://hdl.handle.net/21.11115/0000-0012-242F-0@format=tif,A-Gf_A63_51-066v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-066v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-066v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-067r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2430-D@format=tif,A-Gf_A63_51-067r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-067r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-067r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-067v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2431-C@format=tif,A-Gf_A63_51-067v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-067v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-067v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-068r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2432-B@format=tif,A-Gf_A63_51-068r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-068r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-068r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-068v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2433-A@format=tif,A-Gf_A63_51-068v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-068v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-068v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-069r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2434-9@format=tif,A-Gf_A63_51-069r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-069r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-069r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-069v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2435-8@format=tif,A-Gf_A63_51-069v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-069v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-069v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-070r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2436-7@format=tif,A-Gf_A63_51-070r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-070r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-070r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-070v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2437-6@format=tif,A-Gf_A63_51-070v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-070v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-070v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-071r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2438-5@format=tif,A-Gf_A63_51-071r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-071r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-071r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-071v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2439-4@format=tif,A-Gf_A63_51-071v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-071v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-071v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-072r_M,,,,https://hdl.handle.net/21.11115/0000-0012-243A-3@format=tif,A-Gf_A63_51-072r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-072r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-072r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-072v_M,,,,https://hdl.handle.net/21.11115/0000-0012-243B-2@format=tif,A-Gf_A63_51-072v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-072v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-072v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-073r_M,,,,https://hdl.handle.net/21.11115/0000-0012-243C-1@format=tif,A-Gf_A63_51-073r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-073r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-073r.tif,
Franziskanerkloster Graz,A-Gf_A63_51-073v_M,,,,https://hdl.handle.net/21.11115/0000-0012-243D-0@format=tif,A-Gf_A63_51-073v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-073v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-073v.tif,
Franziskanerkloster Graz,A-Gf_A63_51-074r_M,,,,https://hdl.handle.net/21.11115/0000-0012-243E-F@format=tif,A-Gf_A63_51-074r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-074r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A63_51/A-Gf_A63_51-074r.tif,
