Fördernehmer_in,eindeutige Nummer des Digitalisats,Analogfilm,3D,Sonstige,Ressourcenadresse,Titel des Digitalisats,Kommentar (optional),Kontextadresse,Kommentar (optional)
Franziskanerkloster Graz,A-Gf_A67_18-062r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DD7-E@format=tif,A-Gf_A67_18-062r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-062r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-062r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-062v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DD8-D@format=tif,A-Gf_A67_18-062v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-062v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-062v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-063r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DD9-C@format=tif,A-Gf_A67_18-063r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-063r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-063r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-063v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DDA-B@format=tif,A-Gf_A67_18-063v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-063v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-063v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-064r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DDB-A@format=tif,A-Gf_A67_18-064r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-064r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-064r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-064v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DDC-9@format=tif,A-Gf_A67_18-064v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-064v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-064v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-065r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DDD-8@format=tif,A-Gf_A67_18-065r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-065r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-065r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-065v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DDE-7@format=tif,A-Gf_A67_18-065v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-065v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-065v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-066r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DDF-6@format=tif,A-Gf_A67_18-066r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-066r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-066r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-066v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DE0-3@format=tif,A-Gf_A67_18-066v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-066v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-066v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-067r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DE1-2@format=tif,A-Gf_A67_18-067r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-067r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-067r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-067v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DE2-1@format=tif,A-Gf_A67_18-067v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-067v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-067v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-068r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DE3-0@format=tif,A-Gf_A67_18-068r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-068r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-068r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-068v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DE4-F@format=tif,A-Gf_A67_18-068v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-068v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-068v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-069r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DE5-E@format=tif,A-Gf_A67_18-069r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-069r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-069r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-069v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DE6-D@format=tif,A-Gf_A67_18-069v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-069v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-069v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-070r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DE7-C@format=tif,A-Gf_A67_18-070r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-070r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-070r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-070v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DE8-B@format=tif,A-Gf_A67_18-070v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-070v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-070v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-071r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DE9-A@format=tif,A-Gf_A67_18-071r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-071r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-071r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-071v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DEA-9@format=tif,A-Gf_A67_18-071v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-071v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-071v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-072r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DEB-8@format=tif,A-Gf_A67_18-072r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-072r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-072r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-072v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DEC-7@format=tif,A-Gf_A67_18-072v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-072v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-072v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-073r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DED-6@format=tif,A-Gf_A67_18-073r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-073r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-073r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-073v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DEE-5@format=tif,A-Gf_A67_18-073v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-073v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-073v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-074r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DEF-4@format=tif,A-Gf_A67_18-074r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-074r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-074r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-074v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DF0-1@format=tif,A-Gf_A67_18-074v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-074v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-074v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-075r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DF1-0@format=tif,A-Gf_A67_18-075r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-075r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-075r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-075v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DF2-F@format=tif,A-Gf_A67_18-075v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-075v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-075v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-076r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DF3-E@format=tif,A-Gf_A67_18-076r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-076r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-076r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-076v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DF4-D@format=tif,A-Gf_A67_18-076v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-076v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-076v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-077r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DF5-C@format=tif,A-Gf_A67_18-077r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-077r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-077r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-077v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DF6-B@format=tif,A-Gf_A67_18-077v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-077v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-077v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-078r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DF7-A@format=tif,A-Gf_A67_18-078r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-078r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-078r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-078v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DF8-9@format=tif,A-Gf_A67_18-078v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-078v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-078v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-079r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DF9-8@format=tif,A-Gf_A67_18-079r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-079r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-079r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-079v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DFA-7@format=tif,A-Gf_A67_18-079v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-079v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-079v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-080r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DFB-6@format=tif,A-Gf_A67_18-080r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-080r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-080r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-080v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DFC-5@format=tif,A-Gf_A67_18-080v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-080v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-080v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-081r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DFD-4@format=tif,A-Gf_A67_18-081r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-081r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-081r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-081v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DFE-3@format=tif,A-Gf_A67_18-081v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-081v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-081v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-082r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7DFF-2@format=tif,A-Gf_A67_18-082r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-082r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-082r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-082v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E00-F@format=tif,A-Gf_A67_18-082v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-082v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-082v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-083r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E01-E@format=tif,A-Gf_A67_18-083r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-083r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-083r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-083v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E02-D@format=tif,A-Gf_A67_18-083v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-083v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-083v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-084r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E03-C@format=tif,A-Gf_A67_18-084r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-084r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-084r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-084v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E04-B@format=tif,A-Gf_A67_18-084v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-084v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-084v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-085r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E05-A@format=tif,A-Gf_A67_18-085r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-085r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-085r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-085v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E06-9@format=tif,A-Gf_A67_18-085v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-085v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-085v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-086r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E07-8@format=tif,A-Gf_A67_18-086r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-086r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-086r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-086v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E08-7@format=tif,A-Gf_A67_18-086v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-086v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-086v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-087r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E09-6@format=tif,A-Gf_A67_18-087r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-087r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-087r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-087v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E0A-5@format=tif,A-Gf_A67_18-087v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-087v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-087v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-088r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E0B-4@format=tif,A-Gf_A67_18-088r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-088r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-088r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-088v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E0C-3@format=tif,A-Gf_A67_18-088v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-088v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-088v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-089r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E0D-2@format=tif,A-Gf_A67_18-089r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-089r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-089r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-089v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E0E-1@format=tif,A-Gf_A67_18-089v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-089v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-089v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-090r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E0F-0@format=tif,A-Gf_A67_18-090r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-090r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-090r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-090v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E10-D@format=tif,A-Gf_A67_18-090v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-090v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-090v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-091r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E11-C@format=tif,A-Gf_A67_18-091r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-091r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-091r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-091v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E12-B@format=tif,A-Gf_A67_18-091v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-091v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-091v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-092r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E13-A@format=tif,A-Gf_A67_18-092r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-092r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-092r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-092v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E14-9@format=tif,A-Gf_A67_18-092v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-092v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-092v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-093r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E15-8@format=tif,A-Gf_A67_18-093r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-093r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-093r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-093v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E16-7@format=tif,A-Gf_A67_18-093v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-093v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-093v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-094r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E17-6@format=tif,A-Gf_A67_18-094r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-094r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-094r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-094v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E18-5@format=tif,A-Gf_A67_18-094v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-094v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-094v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-095r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E19-4@format=tif,A-Gf_A67_18-095r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-095r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-095r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-095v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E1A-3@format=tif,A-Gf_A67_18-095v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-095v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-095v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-096r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E1B-2@format=tif,A-Gf_A67_18-096r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-096r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-096r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-096v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E1C-1@format=tif,A-Gf_A67_18-096v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-096v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-096v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-097r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E1D-0@format=tif,A-Gf_A67_18-097r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-097r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-097r.tif,
Franziskanerkloster Graz,A-Gf_A67_18-097v_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E1E-F@format=tif,A-Gf_A67_18-097v (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-097v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-097v.tif,
Franziskanerkloster Graz,A-Gf_A67_18-098r_D,,,,https://hdl.handle.net/21.11115/0000-0012-7E1F-E@format=tif,A-Gf_A67_18-098r (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-098r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/A67_18/A-Gf_A67_18-098r.tif,
